mask,n_lesions,mean_lesion_volume,total_volume,mean_radius
P26_T1_MASK_lesion27.nii.gz,4,132.5,530,4.120981883309698
P26_T1_MASK_lesion28.nii.gz,1,74.0,74,4.713892403566633
P26_T1_MASK_lesion29.nii.gz,2,87.0,174,4.333239950783828
P26_T1_MASK_lesion3.nii.gz,5,266.0,1330,6.0920583477794015
P26_T1_MASK_lesion30.nii.gz,3,83.33333333333333,250,3.784334009587997
P26_T1_MASK_lesion31.nii.gz,6,138.0,828,4.752939336547777
P26_T1_MASK_lesion32.nii.gz,6,138.0,828,4.752939336547777
P26_T1_MASK_lesion33.nii.gz,4,132.5,530,4.120981883309698
P26_T1_MASK_lesion34.nii.gz,3,123.0,369,4.299014386433737
P26_T1_MASK_lesion35.nii.gz,8,198.75,1590,6.116890939807184
P26_T1_MASK_lesion36.nii.gz,4,132.5,530,4.120981883309698
P26_T1_MASK_lesion37.nii.gz,5,127.6,638,4.2661198418995046
P26_T1_MASK_lesion38.nii.gz,5,144.0,720,5.285526623461624
P26_T1_MASK_lesion39.nii.gz,5,262.0,1310,6.975866277750464
P26_T1_MASK_lesion4.nii.gz,2,195.5,391,5.076168325186863
P26_T1_MASK_lesion40.nii.gz,3,48.0,144,3.094966251108538
P26_T1_MASK_lesion41.nii.gz,3,60.333333333333336,181,3.0659512592585103
P26_T1_MASK_lesion42.nii.gz,2,54.5,109,3.2630824707148305
P26_T1_MASK_lesion43.nii.gz,2,80.5,161,3.5271293333764646
P26_T1_MASK_lesion5.nii.gz,5,223.6,1118,5.607437353115918
P26_T1_MASK_lesion6.nii.gz,7,115.28571428571429,807,5.1054226295143
P26_T1_MASK_lesion7.nii.gz,3,98.33333333333333,295,4.476353700862306
P26_T1_MASK_lesion8.nii.gz,6,101.83333333333333,611,5.072310533335751
P26_T1_MASK_lesion9.nii.gz,7,192.0,1344,5.686708019987172
P27_T1_MASK_lesion1.nii.gz,2,79.5,159,4.030475194816736
P27_T1_MASK_lesion10.nii.gz,3,47.0,141,2.9765096487970664
P27_T1_MASK_lesion11.nii.gz,1,181.0,181,6.997470403325754
P27_T1_MASK_lesion12.nii.gz,2,36.5,73,2.6717621680002077
P27_T1_MASK_lesion13.nii.gz,3,54.666666666666664,164,3.5604991583911887
P27_T1_MASK_lesion14.nii.gz,4,54.25,217,3.5267077691456965
P27_T1_MASK_lesion15.nii.gz,5,52.0,260,3.4574651851250997
P27_T1_MASK_lesion16.nii.gz,3,40.0,120,3.0573224884930243
P27_T1_MASK_lesion17.nii.gz,3,40.0,120,3.057322488493023
P27_T1_MASK_lesion18.nii.gz,4,68.0,272,4.459173490280106
P27_T1_MASK_lesion19.nii.gz,5,73.6,368,4.898244785857328
P27_T1_MASK_lesion2.nii.gz,6,59.166666666666664,355,3.5538187170467395
P27_T1_MASK_lesion20.nii.gz,5,73.6,368,4.898244785857328
P27_T1_MASK_lesion21.nii.gz,4,53.75,215,3.5456786084220067
P27_T1_MASK_lesion22.nii.gz,5,59.6,298,4.2195085889695205
P27_T1_MASK_lesion23.nii.gz,2,17.0,34,2.3804244918635877
P27_T1_MASK_lesion24.nii.gz,1,221.0,221,6.072356043039092
P27_T1_MASK_lesion25.nii.gz,1,33.0,33,3.1254751704856525
P27_T1_MASK_lesion3.nii.gz,4,46.75,187,2.8783168503786256
P27_T1_MASK_lesion4.nii.gz,8,56.0,448,3.385335182171353
P27_T1_MASK_lesion5.nii.gz,4,42.75,171,2.8838273818349167
P27_T1_MASK_lesion6.nii.gz,6,48.5,291,3.12407012427385
P27_T1_MASK_lesion7.nii.gz,2,30.5,61,2.5456651719658447
P27_T1_MASK_lesion8.nii.gz,7,48.714285714285715,341,3.1271730834583122
P27_T1_MASK_lesion9.nii.gz,6,48.5,291,3.124070124273851
P28_T1_MASK_lesion1.nii.gz,1,77.0,77,3.357387767700057
P28_T1_MASK_lesion2.nii.gz,1,113.0,113,5.433808477599039
P28_T1_MASK_lesion3.nii.gz,1,106.0,106,4.423260871693309
P28_T1_MASK_lesion4.nii.gz,2,86.0,172,4.005002057433749
P28_T1_MASK_lesion5.nii.gz,2,113.0,226,5.285910427837052
P28_T1_MASK_lesion6.nii.gz,2,86.0,172,4.005002057433749
P28_T1_MASK_lesion7.nii.gz,2,93.0,186,5.612017651213382
P28_T1_MASK_lesion8.nii.gz,3,118.0,354,5.2173075447940045
P29_T1_MASK_lesion1.nii.gz,1,62.0,62,3.4033404658868576
P29_T1_MASK_lesion10.nii.gz,6,53.166666666666664,319,3.4723096690130766
P29_T1_MASK_lesion11.nii.gz,6,46.833333333333336,281,3.5027784155637387
P29_T1_MASK_lesion12.nii.gz,9,54.111111111111114,487,3.5290304199657134
P29_T1_MASK_lesion13.nii.gz,9,58.44444444444444,526,3.5663753634773667
P29_T1_MASK_lesion14.nii.gz,9,58.44444444444444,526,3.5663753634773667
P29_T1_MASK_lesion15.nii.gz,10,58.0,580,3.5817204291978273
P29_T1_MASK_lesion16.nii.gz,10,58.0,580,3.5817204291978277
P29_T1_MASK_lesion17.nii.gz,8,56.75,454,3.39298732326404
P29_T1_MASK_lesion18.nii.gz,11,53.18181818181818,585,3.3573097922341266
P29_T1_MASK_lesion19.nii.gz,2,30.0,60,2.345438167464788
P29_T1_MASK_lesion2.nii.gz,1,58.0,58,3.328122165163781
P29_T1_MASK_lesion20.nii.gz,11,56.81818181818182,625,3.3147932187089073
P29_T1_MASK_lesion21.nii.gz,9,59.44444444444444,535,3.2976478656210584
P29_T1_MASK_lesion22.nii.gz,6,64.66666666666667,388,3.2691927245606833
P29_T1_MASK_lesion23.nii.gz,6,60.333333333333336,362,3.2001134052867974
P29_T1_MASK_lesion24.nii.gz,5,58.0,290,3.060057258021396
P29_T1_MASK_lesion25.nii.gz,2,109.0,218,4.873412252656073
P29_T1_MASK_lesion26.nii.gz,1,187.0,187,6.756499852518673
P29_T1_MASK_lesion27.nii.gz,2,109.0,218,4.873412252656075
P29_T1_MASK_lesion3.nii.gz,1,99.0,99,4.47213595499958
P29_T1_MASK_lesion4.nii.gz,4,56.25,225,3.3556927351173247
P29_T1_MASK_lesion5.nii.gz,3,56.333333333333336,169,3.3001734131893166
P29_T1_MASK_lesion6.nii.gz,1,84.0,84,3.3212365535893333
P29_T1_MASK_lesion7.nii.gz,2,40.0,80,2.847858796762752
P29_T1_MASK_lesion8.nii.gz,4,51.0,204,3.2067516340674054
P29_T1_MASK_lesion9.nii.gz,4,56.25,225,3.355692735117325
P2_T1_MASK_lesion1.nii.gz,3,60.666666666666664,182,4.258444545741751
P2_T1_MASK_lesion10.nii.gz,7,126.0,882,4.629892846454554
P2_T1_MASK_lesion11.nii.gz,4,148.25,593,4.136758809199487
P2_T1_MASK_lesion12.nii.gz,3,181.33333333333334,544,6.1539721363603475
P2_T1_MASK_lesion13.nii.gz,4,95.75,383,4.2617220688089565
P2_T1_MASK_lesion14.nii.gz,5,162.2,811,5.583735218769915
P2_T1_MASK_lesion15.nii.gz,5,128.2,641,4.200586820968085
P2_T1_MASK_lesion16.nii.gz,1,76.0,76,3.655030116477094
P2_T1_MASK_lesion2.nii.gz,2,282.0,564,5.376754325797329
P2_T1_MASK_lesion3.nii.gz,1,129.0,129,5.0559337612299515
P2_T1_MASK_lesion4.nii.gz,3,60.666666666666664,182,4.258444545741752
P2_T1_MASK_lesion5.nii.gz,2,282.0,564,5.376754325797329
P2_T1_MASK_lesion6.nii.gz,3,60.666666666666664,182,4.258444545741751
P2_T1_MASK_lesion7.nii.gz,6,140.33333333333334,842,4.7456919085319464
P2_T1_MASK_lesion8.nii.gz,6,105.33333333333333,632,4.524608108000664
P2_T1_MASK_lesion9.nii.gz,6,105.33333333333333,632,4.524608108000664
P30_T1_MASK_lesion1.nii.gz,1,83.0,83,4.805824597852231
P30_T1_MASK_lesion2.nii.gz,2,278.0,556,5.853722709572159
P30_T1_MASK_lesion3.nii.gz,2,278.0,556,5.85372270957216
P30_T1_MASK_lesion4.nii.gz,1,14.0,14,2.7893748842523753
P30_T1_MASK_lesion5.nii.gz,1,1351.0,1351,11.849112591584605
P30_T1_MASK_lesion6.nii.gz,1,109.0,109,5.80499104654061
P31_T1_MASK_lesion1.nii.gz,5,121.4,607,4.992445862946285
P31_T1_MASK_lesion10.nii.gz,2,42.5,85,2.8578492717716033
P31_T1_MASK_lesion11.nii.gz,6,146.33333333333334,878,5.155129482999752
P31_T1_MASK_lesion12.nii.gz,1,43.0,43,3.193252756873576
P31_T1_MASK_lesion13.nii.gz,4,190.0,760,6.439072201629103
P31_T1_MASK_lesion15.nii.gz,7,130.85714285714286,916,4.793737764466681
P31_T1_MASK_lesion16.nii.gz,4,201.25,805,6.378769268521798
P31_T1_MASK_lesion17.nii.gz,6,92.0,552,4.01920401858922
P31_T1_MASK_lesion18.nii.gz,3,306.6666666666667,920,7.239793635672894
P31_T1_MASK_lesion19.nii.gz,1,12.0,12,2.0069324297987152
P31_T1_MASK_lesion2.nii.gz,3,160.66666666666666,482,5.914469630506518
P31_T1_MASK_lesion20.nii.gz,5,221.2,1106,6.085240469924363
P31_T1_MASK_lesion21.nii.gz,1,226.0,226,5.974606574621716
P31_T1_MASK_lesion22.nii.gz,3,332.0,996,7.054749074210105
P31_T1_MASK_lesion23.nii.gz,2,408.5,817,7.930220322126331
P31_T1_MASK_lesion24.nii.gz,2,97.0,194,3.8416745090271434
P31_T1_MASK_lesion25.nii.gz,3,18.0,54,2.3656745625787194
P31_T1_MASK_lesion26.nii.gz,4,16.0,64,2.243963277635437
P31_T1_MASK_lesion27.nii.gz,4,17.5,70,2.4212573214886817
P31_T1_MASK_lesion28.nii.gz,3,68.0,204,3.1873928136199603
P31_T1_MASK_lesion29.nii.gz,4,16.0,64,2.2439632776354372
P31_T1_MASK_lesion3.nii.gz,4,81.25,325,3.8899553946165124
P31_T1_MASK_lesion4.nii.gz,5,86.8,434,4.398961696836272
P31_T1_MASK_lesion5.nii.gz,3,135.0,405,4.440439950067575
P31_T1_MASK_lesion6.nii.gz,4,81.25,325,3.8899553946165124
P31_T1_MASK_lesion7.nii.gz,5,92.0,460,4.364392660910072
P31_T1_MASK_lesion8.nii.gz,4,81.25,325,3.8899553946165124
P31_T1_MASK_lesion9.nii.gz,3,86.0,258,3.7274853745769048
P32_T1_MASK_lesion1.nii.gz,2,47.0,94,2.676453011010664
P32_T1_MASK_lesion10.nii.gz,2,70.0,140,5.29890558062665
P32_T1_MASK_lesion11.nii.gz,2,70.0,140,5.29890558062665
P32_T1_MASK_lesion12.nii.gz,1,196.0,196,9.037534819305673
P32_T1_MASK_lesion2.nii.gz,1,382.0,382,12.758310711117671
P32_T1_MASK_lesion3.nii.gz,2,47.0,94,2.676453011010664
P32_T1_MASK_lesion5.nii.gz,1,2.0,2,0.5
P32_T1_MASK_lesion6.nii.gz,2,165.5,331,6.904534527164717
P32_T1_MASK_lesion7.nii.gz,3,154.0,462,6.86376101622539
P32_T1_MASK_lesion8.nii.gz,4,81.25,325,4.633924378045335
P32_T1_MASK_lesion9.nii.gz,2,87.5,175,5.536969583563613
P33_T1_MASK_lesion1.nii.gz,1,85.0,85,4.909506349436339
P33_T1_MASK_lesion11.nii.gz,10,209.7,2097,6.702333391287409
P33_T1_MASK_lesion12.nii.gz,11,179.54545454545453,1975,5.743115766846216
P33_T1_MASK_lesion13.nii.gz,9,44.666666666666664,402,2.43707010830151
P33_T1_MASK_lesion14.nii.gz,4,20.0,80,2.022492876243876
P33_T1_MASK_lesion15.nii.gz,5,28.8,144,2.541330295811103
P33_T1_MASK_lesion16.nii.gz,8,78.75,630,3.6796155204412466
P33_T1_MASK_lesion17.nii.gz,1,7.0,7,1.7670452681218551
P33_T1_MASK_lesion18.nii.gz,11,192.36363636363637,2116,6.023148046475345
P33_T1_MASK_lesion19.nii.gz,10,71.1,711,3.1484621141622027
P33_T1_MASK_lesion2.nii.gz,2,15.5,31,2.1859459727166475
P33_T1_MASK_lesion20.nii.gz,10,71.1,711,3.1484621141622027
P33_T1_MASK_lesion21.nii.gz,8,48.75,390,2.4511554201520864
P33_T1_MASK_lesion22.nii.gz,2,71.5,143,4.360602701095556
P33_T1_MASK_lesion23.nii.gz,9,42.22222222222222,380,2.472090437522491
P33_T1_MASK_lesion24.nii.gz,5,53.2,266,2.647918550942528
P33_T1_MASK_lesion25.nii.gz,1,10.0,10,2.4166091947189137
P33_T1_MASK_lesion26.nii.gz,6,93.0,558,4.894904608306179
P33_T1_MASK_lesion27.nii.gz,5,15.8,79,1.9723627025667796
P33_T1_MASK_lesion28.nii.gz,3,18.333333333333332,55,2.0982940995468975
P33_T1_MASK_lesion29.nii.gz,6,27.5,165,2.1249224757103513
P33_T1_MASK_lesion3.nii.gz,6,25.166666666666668,151,2.334690331726974
P33_T1_MASK_lesion30.nii.gz,5,32.8,164,2.5499069708524216
P33_T1_MASK_lesion32.nii.gz,1,17.0,17,2.324087795898637
P33_T1_MASK_lesion33.nii.gz,4,113.75,455,5.813427847325736
P33_T1_MASK_lesion34.nii.gz,1,2.0,2,0.5
P33_T1_MASK_lesion35.nii.gz,5,109.6,548,5.513330402421016
P33_T1_MASK_lesion36.nii.gz,8,36.625,293,2.674591997898936
P33_T1_MASK_lesion37.nii.gz,7,77.0,539,4.214429253124912
P33_T1_MASK_lesion38.nii.gz,7,36.714285714285715,257,2.4257513870303575
P33_T1_MASK_lesion39.nii.gz,5,53.2,266,3.00918138988864
P33_T1_MASK_lesion4.nii.gz,6,77.5,465,3.745748781230248
P33_T1_MASK_lesion40.nii.gz,3,74.66666666666667,224,4.6696380504530195
P33_T1_MASK_lesion41.nii.gz,4,61.75,247,4.092997157044163
P33_T1_MASK_lesion42.nii.gz,3,74.66666666666667,224,4.669638050453018
P33_T1_MASK_lesion43.nii.gz,1,78.0,78,4.870411409504372
P33_T1_MASK_lesion44.nii.gz,1,89.0,89,3.7353763174275865
P33_T1_MASK_lesion5.nii.gz,5,27.8,139,2.36797467036378
P33_T1_MASK_lesion6.nii.gz,5,116.4,582,4.914481920957636
P33_T1_MASK_lesion7.nii.gz,5,27.8,139,2.36797467036378
P33_T1_MASK_lesion9.nii.gz,12,180.41666666666666,2165,5.903499622595319
P34_T1_MASK_lesion1.nii.gz,2,28.0,56,2.751655994067497
P34_T1_MASK_lesion10.nii.gz,8,90.625,725,4.574996384778533
P34_T1_MASK_lesion12.nii.gz,6,104.16666666666667,625,4.927624048861751
P34_T1_MASK_lesion13.nii.gz,6,85.83333333333333,515,4.58060122416531
P34_T1_MASK_lesion14.nii.gz,2,101.0,202,5.68161424310663
P34_T1_MASK_lesion15.nii.gz,6,165.33333333333334,992,6.063419494716048
P34_T1_MASK_lesion16.nii.gz,4,33.5,134,2.4344297973007123
P34_T1_MASK_lesion17.nii.gz,4,20.75,83,1.9933300130874518
P34_T1_MASK_lesion18.nii.gz,3,193.0,579,5.936769496354278
P34_T1_MASK_lesion19.nii.gz,4,20.75,83,1.9933300130874527
P34_T1_MASK_lesion2.nii.gz,2,28.0,56,2.7516559940674954
P34_T1_MASK_lesion20.nii.gz,7,111.85714285714286,783,4.784114050848637
P34_T1_MASK_lesion21.nii.gz,7,104.0,728,4.059815349091253
P34_T1_MASK_lesion22.nii.gz,2,68.5,137,4.248906208413539
P34_T1_MASK_lesion23.nii.gz,8,102.625,821,4.540417493536728
P34_T1_MASK_lesion24.nii.gz,3,52.666666666666664,158,3.653122428283052
P34_T1_MASK_lesion25.nii.gz,8,98.625,789,4.370693130101359
P34_T1_MASK_lesion26.nii.gz,5,66.8,334,4.02463538752945
P34_T1_MASK_lesion27.nii.gz,6,36.0,216,2.5397600533403577
P34_T1_MASK_lesion28.nii.gz,7,114.0,798,4.87869859452952
P34_T1_MASK_lesion29.nii.gz,5,36.8,184,2.5147276157711547
P34_T1_MASK_lesion3.nii.gz,3,78.0,234,3.672186798497463
P34_T1_MASK_lesion30.nii.gz,5,67.6,338,4.043279957858632
P34_T1_MASK_lesion31.nii.gz,5,67.6,338,4.043279957858632
P34_T1_MASK_lesion32.nii.gz,1,12.0,12,3.176519758757652
P34_T1_MASK_lesion4.nii.gz,4,66.0,264,3.327143880128798
P34_T1_MASK_lesion5.nii.gz,4,66.0,264,3.327143880128798
P34_T1_MASK_lesion6.nii.gz,1,29.0,29,2.966319057600908
P34_T1_MASK_lesion7.nii.gz,7,93.57142857142857,655,4.551108488313331
P34_T1_MASK_lesion8.nii.gz,6,104.16666666666667,625,4.927624048861751
P34_T1_MASK_lesion9.nii.gz,5,46.0,230,2.9534550883957733
P35_T1_MASK_lesion1.nii.gz,2,30.0,60,2.606615752832982
P35_T1_MASK_lesion10.nii.gz,2,22.5,45,2.553317554683222
P35_T1_MASK_lesion100.nii.gz,13,55.69230769230769,724,2.8865241306116833
P35_T1_MASK_lesion101.nii.gz,10,43.5,435,2.691746318678995
P35_T1_MASK_lesion102.nii.gz,8,41.625,333,2.55776680278201
P35_T1_MASK_lesion103.nii.gz,11,36.36363636363637,400,2.484695926144404
P35_T1_MASK_lesion104.nii.gz,12,51.416666666666664,617,2.8651899649987036
P35_T1_MASK_lesion105.nii.gz,9,44.55555555555556,401,2.625747630360914
P35_T1_MASK_lesion106.nii.gz,10,38.7,387,2.5464784249202044
P35_T1_MASK_lesion107.nii.gz,5,46.4,232,3.0895765095438184
P35_T1_MASK_lesion108.nii.gz,7,33.142857142857146,232,2.2415932564233603
P35_T1_MASK_lesion109.nii.gz,3,40.333333333333336,121,2.608417106071549
P35_T1_MASK_lesion11.nii.gz,6,40.833333333333336,245,2.4423083346793013
P35_T1_MASK_lesion12.nii.gz,6,124.16666666666667,745,4.3680718276437895
P35_T1_MASK_lesion13.nii.gz,7,27.714285714285715,194,2.2777961360515815
P35_T1_MASK_lesion14.nii.gz,9,96.55555555555556,869,3.872753436761079
P35_T1_MASK_lesion15.nii.gz,6,46.0,276,3.2304410483978323
P35_T1_MASK_lesion16.nii.gz,11,35.63636363636363,392,2.3050497905828355
P35_T1_MASK_lesion17.nii.gz,9,94.33333333333333,849,3.8169549500163344
P35_T1_MASK_lesion18.nii.gz,10,133.6,1336,4.441828980161172
P35_T1_MASK_lesion19.nii.gz,10,80.6,806,3.2768731391828347
P35_T1_MASK_lesion2.nii.gz,3,45.0,135,3.514682526092077
P35_T1_MASK_lesion21.nii.gz,14,114.92857142857143,1609,3.9512253204447316
P35_T1_MASK_lesion22.nii.gz,6,51.666666666666664,310,3.4827273763713964
P35_T1_MASK_lesion23.nii.gz,3,236.0,708,5.328881409053448
P35_T1_MASK_lesion24.nii.gz,8,181.5,1452,4.323636286844925
P35_T1_MASK_lesion25.nii.gz,12,105.08333333333333,1261,3.539612227048661
P35_T1_MASK_lesion26.nii.gz,16,127.3125,2037,4.137020514606156
P35_T1_MASK_lesion27.nii.gz,13,124.15384615384616,1614,4.003500800998652
P35_T1_MASK_lesion28.nii.gz,8,188.5,1508,4.604766919892804
P35_T1_MASK_lesion29.nii.gz,11,44.81818181818182,493,2.7211903827797648
P35_T1_MASK_lesion3.nii.gz,4,65.75,263,3.850643084989378
P35_T1_MASK_lesion30.nii.gz,12,135.83333333333334,1630,4.214805982546355
P35_T1_MASK_lesion31.nii.gz,10,175.8,1758,4.502330529005539
P35_T1_MASK_lesion32.nii.gz,10,36.9,369,2.5982905232702267
P35_T1_MASK_lesion33.nii.gz,9,59.44444444444444,535,3.1069600595793436
P35_T1_MASK_lesion34.nii.gz,7,157.0,1099,4.424283389192097
P35_T1_MASK_lesion35.nii.gz,6,54.5,327,3.009648598793831
P35_T1_MASK_lesion36.nii.gz,14,127.28571428571429,1782,4.129466251370023
P35_T1_MASK_lesion37.nii.gz,15,98.73333333333333,1481,3.561357057366458
P35_T1_MASK_lesion38.nii.gz,14,64.78571428571429,907,3.160193522762991
P35_T1_MASK_lesion39.nii.gz,7,207.14285714285714,1450,4.760985683359552
P35_T1_MASK_lesion4.nii.gz,4,65.75,263,3.850643084989378
P35_T1_MASK_lesion40.nii.gz,14,141.64285714285714,1983,4.05570159318641
P35_T1_MASK_lesion41.nii.gz,2,56.0,112,2.6549038662882882
P35_T1_MASK_lesion42.nii.gz,13,111.92307692307692,1455,3.710165214097588
P35_T1_MASK_lesion43.nii.gz,8,102.875,823,4.0625160127121624
P35_T1_MASK_lesion44.nii.gz,16,117.8125,1885,3.9798986472755353
P35_T1_MASK_lesion45.nii.gz,3,76.0,228,3.7387186489139435
P35_T1_MASK_lesion46.nii.gz,7,126.71428571428571,887,3.948085727265176
P35_T1_MASK_lesion47.nii.gz,7,207.14285714285714,1450,4.760985683359552
P35_T1_MASK_lesion48.nii.gz,10,59.5,595,3.0313109846495747
P35_T1_MASK_lesion49.nii.gz,4,115.0,460,4.520795757281419
P35_T1_MASK_lesion5.nii.gz,4,64.5,258,3.7130127103173485
P35_T1_MASK_lesion50.nii.gz,7,57.714285714285715,404,2.891575328428439
P35_T1_MASK_lesion51.nii.gz,7,53.57142857142857,375,2.609987704495056
P35_T1_MASK_lesion52.nii.gz,6,67.33333333333333,404,3.680626416117289
P35_T1_MASK_lesion53.nii.gz,10,67.5,675,3.441065877946868
P35_T1_MASK_lesion54.nii.gz,11,73.18181818181819,805,3.4685113515176753
P35_T1_MASK_lesion55.nii.gz,8,55.375,443,3.2879768237443048
P35_T1_MASK_lesion56.nii.gz,7,72.0,504,2.9235748850723353
P35_T1_MASK_lesion57.nii.gz,8,68.75,550,2.986666750236216
P35_T1_MASK_lesion58.nii.gz,13,68.6923076923077,893,3.4869108069642376
P35_T1_MASK_lesion59.nii.gz,9,71.11111111111111,640,3.66421637594762
P35_T1_MASK_lesion6.nii.gz,5,64.4,322,3.542302244501662
P35_T1_MASK_lesion60.nii.gz,9,71.11111111111111,640,3.66421637594762
P35_T1_MASK_lesion61.nii.gz,8,109.5,876,3.9466026388033817
P35_T1_MASK_lesion62.nii.gz,10,67.5,675,3.542743712631176
P35_T1_MASK_lesion64.nii.gz,17,59.05882352941177,1004,3.231332235427955
P35_T1_MASK_lesion65.nii.gz,7,118.14285714285714,827,4.391465979372662
P35_T1_MASK_lesion66.nii.gz,16,59.625,954,3.2710744019891522
P35_T1_MASK_lesion67.nii.gz,17,59.529411764705884,1012,3.196492439806489
P35_T1_MASK_lesion68.nii.gz,8,110.875,887,4.068955146753406
P35_T1_MASK_lesion69.nii.gz,5,111.0,555,4.666646320994738
P35_T1_MASK_lesion7.nii.gz,6,46.833333333333336,281,3.214317275298216
P35_T1_MASK_lesion70.nii.gz,7,36.0,252,2.724345963091477
P35_T1_MASK_lesion71.nii.gz,19,55.578947368421055,1056,3.080353090514784
P35_T1_MASK_lesion72.nii.gz,6,118.66666666666667,712,4.741934664467304
P35_T1_MASK_lesion73.nii.gz,6,55.5,333,3.1720469135320486
P35_T1_MASK_lesion74.nii.gz,10,54.3,543,3.4160862488885764
P35_T1_MASK_lesion75.nii.gz,8,123.0,984,4.482329779679846
P35_T1_MASK_lesion76.nii.gz,18,41.888888888888886,754,2.718672112282695
P35_T1_MASK_lesion77.nii.gz,12,48.75,585,3.186014228815584
P35_T1_MASK_lesion78.nii.gz,7,110.57142857142857,774,4.711464070004783
P35_T1_MASK_lesion79.nii.gz,9,55.666666666666664,501,3.0529864479383892
P35_T1_MASK_lesion8.nii.gz,7,102.14285714285714,715,3.623547725865607
P35_T1_MASK_lesion80.nii.gz,7,48.714285714285715,341,2.9714354905940943
P35_T1_MASK_lesion81.nii.gz,15,47.4,711,2.8047835029020822
P35_T1_MASK_lesion82.nii.gz,8,61.0,488,3.2042826687084274
P35_T1_MASK_lesion83.nii.gz,12,46.0,552,2.938160133597435
P35_T1_MASK_lesion84.nii.gz,8,105.625,845,4.493596681468532
P35_T1_MASK_lesion85.nii.gz,19,41.36842105263158,786,2.6507211496691854
P35_T1_MASK_lesion86.nii.gz,10,40.4,404,2.7374908872209933
P35_T1_MASK_lesion87.nii.gz,4,94.5,378,4.036034862880976
P35_T1_MASK_lesion88.nii.gz,12,44.25,531,2.757046613600403
P35_T1_MASK_lesion89.nii.gz,5,70.6,353,4.305298331134777
P35_T1_MASK_lesion9.nii.gz,7,41.857142857142854,293,2.567062439347958
P35_T1_MASK_lesion90.nii.gz,6,68.16666666666667,409,3.158723635322922
P35_T1_MASK_lesion91.nii.gz,8,56.75,454,2.882492746056727
P35_T1_MASK_lesion92.nii.gz,9,27.666666666666668,249,2.353400261612295
P35_T1_MASK_lesion93.nii.gz,3,85.33333333333333,256,4.699266576582908
P35_T1_MASK_lesion94.nii.gz,3,93.33333333333333,280,5.065881286897704
P35_T1_MASK_lesion95.nii.gz,6,81.5,489,3.6150276522234726
P35_T1_MASK_lesion96.nii.gz,8,30.125,241,2.4653129480304665
P35_T1_MASK_lesion97.nii.gz,8,30.125,241,2.4653129480304665
P35_T1_MASK_lesion98.nii.gz,12,38.25,459,2.4885672453902328
P35_T1_MASK_lesion99.nii.gz,4,51.0,204,3.745961696393156
P36_T1_MASK_lesion1.nii.gz,6,77.5,465,3.385841334457833
P36_T1_MASK_lesion10.nii.gz,8,155.875,1247,4.367763038892406
P36_T1_MASK_lesion11.nii.gz,12,152.75,1833,4.77262680292678
P36_T1_MASK_lesion12.nii.gz,9,180.0,1620,4.823718785437297
P36_T1_MASK_lesion13.nii.gz,8,151.375,1211,4.594004482514267
P36_T1_MASK_lesion14.nii.gz,10,153.5,1535,4.969515296543768
P36_T1_MASK_lesion15.nii.gz,8,151.375,1211,4.594004482514267
P36_T1_MASK_lesion16.nii.gz,8,215.875,1727,5.912792590433255
P36_T1_MASK_lesion18.nii.gz,9,161.0,1449,5.765121378981813
P36_T1_MASK_lesion19.nii.gz,6,62.5,375,2.8998961256945592
P36_T1_MASK_lesion2.nii.gz,6,80.16666666666667,481,3.3805172313053915
P36_T1_MASK_lesion20.nii.gz,8,179.375,1435,4.331380349841346
P36_T1_MASK_lesion21.nii.gz,7,192.71428571428572,1349,5.730543666633905
P36_T1_MASK_lesion22.nii.gz,10,160.4,1604,5.192425055039875
P36_T1_MASK_lesion23.nii.gz,2,36.5,73,2.544293401249428
P36_T1_MASK_lesion24.nii.gz,9,161.0,1449,5.765121378981812
P36_T1_MASK_lesion25.nii.gz,9,253.11111111111111,2278,6.794100981884463
P36_T1_MASK_lesion26.nii.gz,9,137.77777777777777,1240,5.142919802127413
P36_T1_MASK_lesion27.nii.gz,9,153.33333333333334,1380,3.915960203942751
P36_T1_MASK_lesion28.nii.gz,8,57.25,458,2.841155020720292
P36_T1_MASK_lesion29.nii.gz,5,404.4,2022,6.336755460967552
P36_T1_MASK_lesion3.nii.gz,5,82.0,410,3.8346300988639825
P36_T1_MASK_lesion30.nii.gz,7,303.0,2121,5.360790187930079
P36_T1_MASK_lesion31.nii.gz,5,69.8,349,4.097335383418928
P36_T1_MASK_lesion32.nii.gz,7,58.857142857142854,412,2.7722850066326066
P36_T1_MASK_lesion33.nii.gz,6,70.0,420,4.101766729305109
P36_T1_MASK_lesion34.nii.gz,7,143.85714285714286,1007,4.664821168394558
P36_T1_MASK_lesion35.nii.gz,7,62.42857142857143,437,3.767340046078257
P36_T1_MASK_lesion36.nii.gz,6,70.0,420,4.101766729305109
P36_T1_MASK_lesion37.nii.gz,7,129.57142857142858,907,5.121022967282796
P36_T1_MASK_lesion38.nii.gz,6,70.0,420,4.101766729305108
P36_T1_MASK_lesion39.nii.gz,8,105.75,846,5.159962220991448
P36_T1_MASK_lesion4.nii.gz,2,53.5,107,3.071169585203096
P36_T1_MASK_lesion40.nii.gz,5,34.8,174,3.2244038908209447
P36_T1_MASK_lesion41.nii.gz,6,108.0,648,5.016083349942462
P36_T1_MASK_lesion42.nii.gz,5,114.4,572,5.285499908266941
P36_T1_MASK_lesion43.nii.gz,5,114.4,572,5.285499908266941
